app_name,categoryId,reviewId,sentenceId,feature,review,sentence,emotion-primary-agreement
Telegram,COMMUNICATION,78b174c0-da58-4baf-a0eb-48e26640f2c3,1,Communities,"You broke your promises, I'm pretty dissapointed. We as telegram community tried to support telegram team in every possible way. But i think your not true to your own words.",We as telegram community tried to support telegram team in every possible way.,Trust
Google Lens,TOOLS,0c9d69e7-3093-4594-8620-db36bb251dc5,2,Photo effects,"70% helpful. It often requires very good lighting to pickup details that help accurate matching. It might improve accuracy to add in photo effects/filters like brightness/contrast/sharpness. If testing results give weak automated accuracy in application of effects/filters, then give user option to tweak attributes similar to what's provided in Google photo. It could be cool/helpful/interesting/informative to change search results on the fly while user adjust attributes.",It might improve accuracy to add in photo effects/filters like brightness/contrast/sharpness.,Anticipation
Instagram,SOCIAL,aeca68eb-a22a-44e5-a1f2-c53af5dde485,0,Meet new people,Amazing 👏 go get this you can meet new people here.,Amazing 👏 go get this you can meet new people here.,Joy
Stopwatch Timer,TOOLS,8a4653b8-3b1b-4c20-b047-ad0e1867cfa4,0,Stopwatch,Wonderful stopwatch,Wonderful stopwatch,Joy
Loop Habit Tracker,PRODUCTIVITY,edfedbcd-9e3b-4e52-8148-3bce87ec2cd7,3,Multi Device Support,"Please add ability to monitor how mush time do we spend on habit. Fo example, I've planed to practice grammar 1 hour a day, so every time I checked grammar widget the app also measure how much time I spend on the hapit. if I reached my goal the day percentage would be displayed as 100%. Also make it cloud base and multi device support.",Also make it cloud base and multi device support.,Anticipation
Habit Tracker,PRODUCTIVITY,b355ccae-6eea-42fa-98e9-0d90ccdc4080,4,Habit Tracker,"I'm confused as to why the app is called Habit Tracker in the play store, but when I download and run it on my phone it's called Habit Bull. Other than that, it's great. Simple, easy design. Good aesthetics. I actually like the notifications; I've tried other habit building apps and the notifications are usually intolerable for me. I like this app a lot and I'm happy I found it.",I actually like the notifications; I've tried other habit building apps and the notifications are usually intolerable for me.,Trust
Garmin Smartphone Link,TRAVEL_AND_LOCAL,ac0c922f-a4c2-482f-9012-4ff1526d127c,0,gps,This app turned my gps into a paperweight,This app turned my gps into a paperweight,Sadness
Google Earth,TRAVEL_AND_LOCAL,ce001997-92c4-422c-8d3d-f50d317d8456,0,Minecraft,Minecraft,Minecraft,Neutral
Clock,TOOLS,971b3e43-cfbf-415f-bbc3-02eb4681dc29,1,Alarm,"I am having the same issue since the last update. Notification is showing ànd showing two alarms but nothing turned on , even deleted the alarms and still have the notification","Notification is showing ànd showing two alarms but nothing turned on , even deleted the alarms and still have the notification",Sadness
Macros - Calorie Counter,HEALTH_AND_FITNESS,85523086-ea76-4583-aebe-33b9ebf8b6bf,2,Third party integrations,"24 hours convinced me how great this app is. I'm personally a fan of apps that stay put of your way, and Macros excells here. I'd like to see some third party integration so I don't have to enter my hydration or exercise twice - but that's my biggest gripe, and I had to think to find it. Do yourself a favor and get this app.","I'd like to see some third party integration so I don't have to enter my hydration or exercise twice - but that's my biggest gripe, and I had to think to find it.",Anticipation
Listing it! - Checklist,PRODUCTIVITY,2cde4d1a-2d8a-4ae9-b284-1872dd209b8f,0,Sync between devices,Nice design --- needs automatic sync between devices.,Nice design --- needs automatic sync between devices.,Anticipation
Simple Calendar,PRODUCTIVITY,31a75842-d8bc-4f2c-b4e9-3affa6397d0e,6,Desktop app,"Not a bad app, but severely limited, compared to the PRO version. In the free version Widgets and importing events doesn't work. Highly recommending the PRO version, which is great. The only issue I find with both is that there is no Sync option with cloud or desktop app. CalDav for some reason doesn't work for me. Edit: I have the PRO version too. CalDAV won't sync properly without refreshing Google calendar, and was thinking of using personal cloud for syncing, to avoid Google entirely.","CalDAV won't sync properly without refreshing Google calendar, and was thinking of using personal cloud for syncing, to avoid Google entirely.",Sadness
Repeat Habit - Habit tracker f,PRODUCTIVITY,b424432f-409d-41ba-96c9-4d6c31811f5a,0,Lightweight,"Lightweight, no habit limits, good customization. Of all apps I tested this one is my favorite","Lightweight, no habit limits, good customization.",Joy
Telegram,COMMUNICATION,5075ed53-3226-4821-b008-8f812b10a7fc,0,Chat,Chat panna super app very nice to see you in the society about my fashion my thinking of Kollywood box-office king of Kollywood box-office king,Chat panna super app very nice to see you in the society about my fashion my thinking of Kollywood box-office king of Kollywood box-office king,Joy
Huawei Health,HEALTH_AND_FITNESS,b10541d4-825c-46e2-97ed-86ad3e71c76d,1,Mobile apps,Worst app!After updating step count in mobile app and device shows difference of more than 152065 steps.To improve accuracy cleared cache also,After updating step count in mobile app and device shows difference of more than 152065 steps.,Sadness
Loop Habit Tracker,PRODUCTIVITY,9a22acd2-8a54-4491-a545-38b822d66227,0,Automatic Backup,I just there would be automatic backup/sync with Google Account,I just there would be automatic backup/sync with Google Account,Sadness
Notepad - simple notes,PRODUCTIVITY,252af8ee-4061-4a80-a393-125b0893a3df,0,Share notes,"Love it, can save a lot of info and also share notes,with mike you can speak and convert to text 😍","Love it, can save a lot of info and also share notes,with mike you can speak and convert to text 😍",Joy
Simple Habit: Meditation,HEALTH_AND_FITNESS,87741183-0db8-406a-b90d-24477df515b2,0,Bots,"Glitchy, playlists reset and customer service is basically a robot. Was my go to but not worth the $$$ now.","Glitchy, playlists reset and customer service is basically a robot.",Sadness
MAPS.ME: Offline maps GPS Nav,TRAVEL_AND_LOCAL,4339e97f-c9a5-47b6-a74e-f79552221db3,1,routing,"I liked it for its simplicity (=speed). Routing is not very good and with my new phone I can't share (or backup) the bookmarks unless I send them via bt to my old phone. They're not accessible outside the app and automatic bookmark backup doesn't work properly. You can only sign in with google, Facebook or phone number, not with email. Even after that you can't access bookmarks online. Since new update I cannot copy coordinates anymore, which finally kills it for me.",Routing is not very good and with my new phone I can't share (or backup) the bookmarks unless I send them via bt to my old phone.,Sadness
BlackNote Notepad Notes,PRODUCTIVITY,8af2d2a8-d456-4083-bc9d-ea64782de1bb,0,Checklists,I love it been using it for a long time to do checklist and notes on things,I love it been using it for a long time to do checklist and notes on things,Trust
Noisli: Focus and Relax,PRODUCTIVITY,8bf4ee88-d9d1-49b1-9bf0-023667bb6299,0,Sales,"Picked this up in the 10p sale and used it for the past few nights. Excellent app so far. Being able to mix sounds and change the volume of each individually is superb, add to that the fact that you can save your 'mixes' is also super handy. The timer works well and I've had no trouble with crashes or interruptions on my S8 playing via the speaker",Picked this up in the 10p sale and used it for the past few nights.,Trust
Material Notes: Colorful notes,PRODUCTIVITY,95981ec5-8d09-4c8d-b470-02f423a69679,0,Note-taking,"As a writer, all I needed was a simple format for note-taking. No bells and whistles...and no ads! This is hits the spot!","As a writer, all I needed was a simple format for note-taking.",Neutral
Samsung Notes,PRODUCTIVITY,000f0d60-b20b-4147-b630-804172c0b591,3,Privacy Protection,"Unlike the iPhone, Samsung notes are all UNENCRYPTED! What's the point of this App? This is a flagship device that came at a premium price. The least Samsung can do in return is offer its consumers Privacy Protection and Security. Android more vulnerable to Malware & Spyware than ever before, Security is of paramount importance yet this Cr""App"" like MANY others from Samsung FAIL to deliver from a Security stand point. It's little wonder my iPhone is and will forever remain my daily driver.",The least Samsung can do in return is offer its consumers Privacy Protection and Security.,Fear
GPS Running Cycling & Fitness,HEALTH_AND_FITNESS,917e6f10-641d-428a-93fc-7921b55f2cef,1,Synchronization,"No-nonsense, non-bloated, and technically superior. Great features such as synchronization to Google Fit and GPX file export and backup. So many other apps have excessive privilege requirements, huge annoying advertisements, etc.... this one doesn't! There are some improvements to be made to the UI, but nothing that is a dealbreaker.",Great features such as synchronization to Google Fit and GPX file export and backup.,Joy
Todoist: to-do list & planner,PRODUCTIVITY,f1b0288b-0268-4b4f-8054-58b11f634a25,2,Workflow,"Android UI is far inferior to every other platform this is on. The app is fine functionally but is ugly and harder to use on Android. That would have been a three star review, until my workflow was interrupted by a pop up asking me to review the app.","That would have been a three star review, until my workflow was interrupted by a pop up asking me to review the app.",Sadness
Telegram X,SOCIAL,a350c7f2-f390-4881-a50e-17fbb6bdba24,0,Video Calling,Doing video Calling problem 😌,Doing video Calling problem 😌,Sadness
Telegram,COMMUNICATION,6e8937a4-8a6d-4262-a7d1-d8cda6a42572,0,Sync Contacts,Very slow ... keeps on connecting and does not upload messages and sync contacts,Very slow ... keeps on connecting and does not upload messages and sync contacts,Sadness
Samsung Notes,PRODUCTIVITY,9cc58bd5-7830-4de5-ab3c-5a31afd14ba1,0,Multitasking,helps with organization and multitasking,helps with organization and multitasking,Joy
Glan: Productivity focus timer,PRODUCTIVITY,1049129e-5c22-495d-8a21-45ea206fa69d,0,Stopwatch,This app is a nice app but there's just one thing I'd like to say that is that while we are timing our study sessions I like to have a stopwatch rather than a timer so is there any chance you can add a stopwatch in this app....Otherwise this app is amazing,This app is a nice app but there's just one thing I'd like to say that is that while we are timing our study sessions I like to have a stopwatch rather than a timer so is there any chance you can add a stopwatch in this app....Otherwise this app is amazing,Anticipation
SMS text messaging app,COMMUNICATION,2c4c7d59-4034-4941-8697-0269494a276a,0,Text messaging,"Trying to Install SMS text messaging. For some strange reason this particular app DROPPED?! Really tryna RE-INSTALL, but still having problems with Installment?!😷🤔 Would really like to have this app back. If there is a certain way for this installation; I'm ALL EARS & EYES...",Trying to Install SMS text messaging.,Neutral
Instagram,SOCIAL,7da1ccec-1288-47b7-907a-df55bf2534fa,0,Networking,Excellent app for social networking and one of the top highest users app in India,Excellent app for social networking and one of the top highest users app in India,Joy
Garmin Smartphone Link,TRAVEL_AND_LOCAL,659d7528-8180-4047-873b-e2d6f5554df7,3,gps,No good.install this app and it just freeze when i open it.it says i should agree to share my google email with garmin but it's frozen and nothing more.wont pair with my garmin gps.,wont pair with my garmin gps.,Sadness
TickTick:To-do list & Tasks,PRODUCTIVITY,62730e3d-af45-4c0b-8ffb-785f726f41a2,2,SMS Reminders,Beautiful and elegant simple UI. Syncs perfectly with chrome app and with Google Calendar so that I can get my Todo list and tasks as SMS reminders. Notifications always appear when they are set to appear not sometime after the actual reminder time like in some apps. Lists to organize everything.,Notifications always appear when they are set to appear not sometime after the actual reminder time like in some apps.,Trust
GPS Map Camera,TRAVEL_AND_LOCAL,4f79f7d7-c1f4-4362-bf2e-412f8d5a3a86,0,Tagging,When I installed this I can't make settings which shows longitude and latitude Geo tagging considered... Plz fix this issue and this app is not working same as in all mobiles,When I installed this I can't make settings which shows longitude and latitude Geo tagging considered...,Sadness
Huawei Health,HEALTH_AND_FITNESS,d5af1764-e235-4ed3-bfb5-b14f9a7beaa4,0,Logging,Was a brilliant app when I was using it on a Huawei phone..since I changed phone it doesn't work half the time at logging exercise...each morning I have to force stop it to get it to track my steps for the day...I hate having to change to another app has this one has my exercise logged the last few years,Was a brilliant app when I was using it on a Huawei phone..since I changed phone it doesn't work half the time at logging exercise...each morning I have to force stop it to get it to track my steps for the day...I hate having to change to another app has this one has my exercise logged the last few years,Disgust
Bills Reminder,PRODUCTIVITY,4b374402-d6bc-46ac-8a88-812bb22dba74,2,Categories,"Exaxtly what I like. Simple, clear, attractive interface. I would love to have some more category Icons to choose from, but everything else is great. Has made me far more organized.","I would love to have some more category Icons to choose from, but everything else is great.",Anticipation
Instagram,SOCIAL,72d33762-9357-4ca2-a534-9d73e6af0cab,0,Record videos,It is good for recording videos.if this app of your time spend. Is app good for searchin contact. He discuis in friend secret. The people sporative intagram,It is good for recording videos.,Joy
WhatsApp Messenger,COMMUNICATION,57cffd92-5c2c-4627-a2ea-359a482ae4e8,1,Share Videos,"I want to complete every time I want to share a WhatsApp picture or video near Instagram, why can't I???? .... I hope that WhatsApp can resolve all the various serious problems regarding WhatsApp and fix bugs such as sharing videos, photos on Instagram 🤬😡🤬😡","I hope that WhatsApp can resolve all the various serious problems regarding WhatsApp and fix bugs such as sharing videos, photos on Instagram 🤬😡🤬😡",Anger
Samsung Notes,PRODUCTIVITY,2066008c-eaad-4097-a851-0d693e0750b2,2,Dock,"In general, it would be a great app. I like taking quick notes on my phone, and continue them on my tab or PC. But once you insert a picture, it ""docks"" in its place, and will not adjust if you modify the text before it. This is a ridiculous bug, and completely makes the app not feasable for classes, as I can not freely modify at home what I wrote in the classroom without messing up the note in general.","But once you insert a picture, it ""docks"" in its place, and will not adjust if you modify the text before it.",Sadness
WhatsApp Messenger,COMMUNICATION,ceb28a08-6d36-4777-8e8c-b47d425109da,0,File transfer,Good for messeaging purpose and file transfer,Good for messeaging purpose and file transfer,Joy
Truecaller: Caller ID & Block,COMMUNICATION,5bf8b814-dd17-44da-add0-41df40b9a3f1,2,Actions,"For some reason doesn't show all calls, even though it showed its card on screen when the call was ringing. Also calls that were logged a while ago do not show now. Another weird issue is I got a transaction SMS from the bank that had the words ""For lost/stolen cards call xxxx"" and Truecaller gave a notification with the title ""Stolen Card"" and the last 4 digits of my card which was weird","Another weird issue is I got a transaction SMS from the bank that had the words ""For lost/stolen cards call xxxx"" and Truecaller gave a notification with the title ""Stolen Card"" and the last 4 digits of my card which was weird",Surprise
To Do List and Goal planner,PRODUCTIVITY,fbe73175-a6ce-4c06-86dc-88d86927f90b,1,Recurring tasks,"Absolutely LOVE this app My favourite features are recurring tasks - brilliant for implementing new habits and calendar where I can schedule future to do things on specific days. I tried many apps ""to do lists"" before and none of them had these options",My favourite features are recurring tasks - brilliant for implementing new habits and calendar where I can schedule future to do things on specific days.,Trust
Telegram,COMMUNICATION,511945e7-0df5-4c6f-b0d8-c99fe17fd609,0,Cloud Storage,"The best app with overall skill- fastest messaging, highest security, personal cloud storage, optimized on memory and battery usage. Only a better UI is needed to race with the Facebook Messenger. edit: let us hide All Chats tab! Annoying! And wahtsapp runs better on low ram device than Telegram!","The best app with overall skill- fastest messaging, highest security, personal cloud storage, optimized on memory and battery usage.",Joy
Instagram,SOCIAL,59c373cc-a14c-4031-b632-21d06c5880a5,0,Group chat,"When I want to direct message someone only group chats show up, I don't want to look up everyone's username individually to send them a post","When I want to direct message someone only group chats show up, I don't want to look up everyone's username individually to send them a post",Sadness
Repeat Habit - Habit tracker f,PRODUCTIVITY,9161b496-9d74-45ec-836b-ba13cf00feea,1,Clean design,Really great app. Clean design. Keeps me on track of things I need to do daily and helps me do them. Nicely customizable too.,Clean design.,Joy
Samsung Health,HEALTH_AND_FITNESS,c385b21a-93eb-4c58-aceb-ae55a6765e75,4,Priorities,"Still won't give the correct heart rate zones even after a reinstall. And the pithy response from Samsung is an insult. Looking online this problem has been going on for 2 or 3 years, possibly longer. I know I've been aware of it for 2 years. This app is clearly not a priority for Samsung, which is odd as it is trying to sell watches. I've been thinking of buying a Samsung 3 or 4, but after this lame reply, probably not now, as the main function (heart rate monitor) wouldn't work properly","This app is clearly not a priority for Samsung, which is odd as it is trying to sell watches.",Neutral
ProBikeGarage - Bicycle mainte,HEALTH_AND_FITNESS,ac3abd55-bd96-471c-b61a-c1eabb406408,1,Logging,"Great app. Love the tracking and reminders and easy sink with Strava rides. But, I can't just log a service without it being on an interval. Adjustments or non interval (time, milage, number of rides) types of logging. Just an ""As Required"" intervals. I have seen other comments about this from 2+ years ago, but still can't do it in early 2022!!! That would make it 5 stars for sure!!!",Love the tracking and reminders and easy sink with Strava rides.,Joy
"Squid: Take Notes, Markup PDFs",PRODUCTIVITY,10607aac-4647-45d4-a00f-beab5e750606,0,Diary,"This is a very nice app/ Diary with nice features, one thing i would suggest is that when you write in a particular folder it keeps a copy in the recent also which is not required. The rest is beautiful !",This is a very nice app/,Joy
Messenger,COMMUNICATION,b418c585-6474-4e2d-9c03-29e5893a6f6a,1,Group chat,"Im not happy with the new update infact very mad this new system of being limited to how often you can post, comment is absolute garbage!!! Im just trying to talk to my friends (in a group chat) until ""sending failed""-""we limit this and that to prevent spammers"" pleaasseee oMg im just trying to talk to my friends ;-;","Im just trying to talk to my friends (in a group chat) until ""sending failed""-""we limit this and that to prevent spammers"" pleaasseee oMg im just trying to talk to my friends ;-;",Anger
MCBackup - My Contacts Backup,PRODUCTIVITY,f84bbf67-38a0-48e7-a966-baade1ccebdc,0,Backup to Google Drive,Will not backup to Google Drive or via Bluetooth,Will not backup to Google Drive or via Bluetooth,Sadness
ColorNote Notepad Notes,PRODUCTIVITY,99929715-19dd-4200-bb0c-ce5066543810,1,Synchronization,The best I know of. Still fabulous 6 years later on multiple devices synchronization included!,Still fabulous 6 years later on multiple devices synchronization included!,Joy
Google Home,LIFESTYLE,a58ba4b0-e315-48a8-806b-c07a1a15d79b,0,High Level,Want more options expect a higher level of user experience from a company like google. The lags or the hard to find things you would think that Google would have that figured out been using it for over 2 years now only use it when necessary would like far more development and user interface simplification and if you want to get deeper into it and dial it in more that access as well which I think they shot for right in the middle of that and it doesn't work as well as it could I do hope for bette,Want more options expect a higher level of user experience from a company like google.,Sadness
"Notepad Pro - Notes, Todo List",PRODUCTIVITY,ee8ae115-f9a0-49d1-aef0-c7a720cf7c7c,0,Team work,Very good team work. Plz add text font colors and hightlight options.,Very good team work.,Joy
Codo: Shared Todo-Lists & Remi,PRODUCTIVITY,d006048a-208e-4702-86d9-516946df944f,2,Share notes,Good application. It made my job easier . I use to share notes with my team and it also helps to set goals.,I use to share notes with my team and it also helps to set goals.,Trust
Samsung Notes,PRODUCTIVITY,ec9441c2-f9c3-4b59-805b-a93a3bbe7e27,2,Hyperlinks,"Hope there will be a dark mode pdf, and lets user make a customized page sizes, either portrait or landscape. Different fonts would also be useful, and a option to make a fave pens landscape. Also hyperlinks working while editing",Also hyperlinks working while editing,Joy
Clock,TOOLS,1b7d3e8f-5d6f-4f73-a630-d532c57890b1,2,Playlists,Routines do not run if you shut the alarm off to quickly. I assume the phone thinks you were already up so no point of running it. The YouTube Music function plays the same playlist everytime even if it's a random auto generated playlist like the Discover Mix. Why doesn't it update everytime the alarm goes off? It makes me sick of some songs after a few days,The YouTube Music function plays the same playlist everytime even if it's a random auto generated playlist like the Discover Mix.,Sadness
Cozi Family Organizer,PRODUCTIVITY,139eee79-0764-4b81-8f26-4e486cb327e0,0,Family Calendar,The best family calendar there is!,The best family calendar there is!,Joy
Notepad - simple notes,PRODUCTIVITY,e2577b4f-d960-41ce-bd2a-30c9832cd510,1,Text formatting,"I have used this app for several years and appreciate how easy it is to use. It is a very handy tool for making notes in simple text format. You can use the tool for storing links that you've copied from the Internet. When you click on the text of the link that you have copied to Notepad, it will launch your Internet browser opened right at the place and page address stored in the link. Notes are stored by title making it easy for you to find any particular note that you are looking for.",It is a very handy tool for making notes in simple text format.,Joy
Repeat Habit - Habit tracker f,PRODUCTIVITY,ef82cfd5-1e68-49bc-931a-af555a53c5ea,2,Text to Speech,"I really like that you offer different themes. The quotes are nice and the UI is simple and easy to work with. I wish there were more shades of colors to work with for reminders. Also the voice notification sounds pretty rough;;; idk if it's just my phone's text to speech or the app though. Either way, thank you for creating this ad free!",I wish there were more shades of colors to work with for reminders.,Anticipation
Samsung Notes,PRODUCTIVITY,6caf6832-91c9-44e5-a176-02b3da4cbe3b,0,Grocery List,I no longer have to make a paper grocery list. Notes helps me keep track of everything,I no longer have to make a paper grocery list.,Trust
ColorNote Notepad Notes,PRODUCTIVITY,60beb36c-cfb1-44e8-94f4-6b1c770bb45c,0,Text formatting,"Very nice, easy to store information in text format.","Very nice, easy to store information in text format.",Joy
Geometric Weather,WEATHER,99b40b76-6527-45da-bf6a-8a8086861c17,2,Clean design,"It's the tops! Delve as quickly or deeply into the weather details as you like. Clean design, well organized, and thorough.","Clean design, well organized, and thorough.",Joy
Productive - Habit tracker,PRODUCTIVITY,effa5b07-5f66-497a-af54-147632f8b6ce,2,No Subscription,"This app is actually good and it is smooth to use, but the problem is you have to pay, I'm a student and I don't have a job. This app is suitable for students who suffered during the pandemic. If this app has no subscription but does have ads, I'll be happy to use it. I hope you can change this. It would really be helpful to all of us. :)","If this app has no subscription but does have ads, I'll be happy to use it.",Anticipation
True Phone Dialer & Contacts,COMMUNICATION,5532db70-e2fa-4e68-8499-34e5d85f3ed6,0,Video calling,It a very good app but video calling required...,It a very good app but video calling required...,Anticipation
Instagram,SOCIAL,40c124d4-5330-4f6e-9489-4437d16ab2cb,5,Watch videos,"The apps fine but there is little to no support for problems. I understand nothing is perfect but a billion dollar company seriously can't afford a support staff that sufficient enough to help people in a timely manner. My girlfriend has been hacked. They changed her email, password, and phone number. We tried to follow the prompts on the help page to no success. We tried watching videos to copy what people do who have gone through this with also no success. So much for customer service.",We tried watching videos to copy what people do who have gone through this with also no success.,Sadness
Clock,TOOLS,e61f33b6-4930-4795-8eb1-ee5661f21274,4,Clock widget,"Hey guys, I have encountered a bit of an annoying bug on my Pixel 4A. I changed my screen wallpaper today and chose a different color theme but my digital clock widget still stayed in previous color. Rebooting and removing the widget and placing again didn't help. It's still pale pink instead of green. Other clock widgets also still have the old pink color.",Other clock widgets also still have the old pink color.,Sadness
ColorNote Notepad Notes,PRODUCTIVITY,efb5f618-d1ef-49d3-8ac6-9d7c41898273,0,Sync Across Devices,"Handy, easy to use and syncs across devices. No reason to look elsewhere. I just noticed I've been using this note app for about 9 years, and I still love it. It's simple, the interface is clean and uncluttered unlike the note apps from Google and Microsoft. This is a great app! Thanks!","Handy, easy to use and syncs across devices.",Joy
Samsung Health,HEALTH_AND_FITNESS,2cc965c8-2dd5-4c31-847b-416f1978c803,0,Barcode scanner,Needs a barcode scanner function for foods. Otherwise i have no problems so far. I just switched from fitbit after 7 years.,Needs a barcode scanner function for foods.,Anticipation
Pomodoro Timer,PRODUCTIVITY,e68dc121-cfcf-4cd5-9614-584873f70698,0,Todos,"Melhor de Todos! Simples, fácil de usar, sem enrolação, zero anúncios... tudo o que eu preciso!",Melhor de Todos!,Reject
True Phone Dialer & Contacts,COMMUNICATION,13fa1f05-61b7-4bb4-8d13-3d76da91d4cf,0,Phone calls,"I swear, this app helped me when my phone call dialer failed me without my consent.. I love this app like tomorrow no dey....🤣🤣🤣🤣","I swear, this app helped me when my phone call dialer failed me without my consent..",Trust
Just Reminder with Alarm,PRODUCTIVITY,4d908265-9c2f-437f-9eb7-18734aaad27e,0,Categories,"Finally I found a time management app that wouldn't force you to select a tag or category. Thank you for that. The only problem I see is, the main alarm I set (from settings) wouldn't play. Always it plays the default sound that app has been set. Definitely it deserves 5* and will do that once that's fixed.",Finally I found a time management app that wouldn't force you to select a tag or category.,Trust
All Note - editor and more,PRODUCTIVITY,f5a470cf-194f-4d7b-a2fd-50d2dadcb227,3,Text formatting,A very effective and multi-functional app for note taking and more. It lets you grab rich text format from any source via copy-paste (to get text with format you have to use a ctr-v able soft keyboard such as Hacker's Keyboard). You can also insert pictures and even maps with location info. Its many functions and commands are fully explained in some clear and short tutorials. Basic usage is straightforward for beginners. Useful and well done.,Its many functions and commands are fully explained in some clear and short tutorials.,Joy
Habit Tracker,PRODUCTIVITY,2933d118-d538-4fad-856e-4a4ce424d4bd,0,Habit Tracker,"Habit Tracker, is elaborately engineered with unique design enhancements, robust user friendly responses and a crash-proof character. It comes without question that it is intelligently written to exceed every whim of the most demanding user. A class act ! KUDOS to the developers !!","Habit Tracker, is elaborately engineered with unique design enhancements, robust user friendly responses and a crash-proof character.",Joy
ColorNote Notepad Notes,PRODUCTIVITY,8a2a52ce-8831-4fd4-8479-b1fd3adda81a,0,Lightweight,"low key app super fast lightweight but provides exactly the functionality you'd want out of a quick notes for later scenario, been using this for years now and thought I'd write s review sheerly from the value I've got out of this","low key app super fast lightweight but provides exactly the functionality you'd want out of a quick notes for later scenario, been using this for years now and thought I'd write s review sheerly from the value I've got out of this",Trust
Samsung Notes,PRODUCTIVITY,2126a17c-9ff8-4d49-92b2-2201d2eb5407,3,Desktop app,"I generally love the app, but there are several things I'm really missing: 1. Subscripts and superscripts - I write a lot of chemical formula and physical units, and that would make my life easier 2. More levels of lists - I'd love to have a) instead of 2. when I indent the list 3. The normal desktop app (without playing around with installations via online version of Microsoft Store) is a must-have 4. Horizontal pages",Horizontal pages,Neutral
WLOX First Alert Weather,WEATHER,4066d8c4-bb3e-4807-bf6a-8c89f94bde8c,0,Favorites,My favorite channel since moving here 20 years ago. Love all of the meteorologists!!,My favorite channel since moving here 20 years ago.,Trust
Telegram,COMMUNICATION,6e17fd24-2ece-4611-9376-27adc1b7f788,1,Cloud Storage,Work on cloud storage privacy and we can't send multiple files in cloud storage i.e. saved message at one time. Increase upload and download speed of cloud storage.,Increase upload and download speed of cloud storage.,Anticipation
"Strava: Run, Ride, Hike",HEALTH_AND_FITNESS,f511c1bb-d10b-44c6-89b8-984cf80eb7cc,8,Networking,"Much like. But paid membership is pricey. You would get commensurate response and a lot more good likes with say, a 20% less membership $. Not sure I will re-up. Too: dump the politics! It is ugly on you! Probably won't re-up. Also, they get political. It is unnecessary for an athletic networking site to wade into politics. I'm trying to stay clean of politics on the site, but Strava is instigating.",It is unnecessary for an athletic networking site to wade into politics.,Disgust
ColorNote Notepad Notes,PRODUCTIVITY,9846a7c3-6e0c-486e-8610-9ba8e6c4b0a5,1,Grocery List,Easy to use. Keeps my notes and grocery lists. Auto saves my notes.,Keeps my notes and grocery lists.,Joy
ColorNote Notepad Notes,PRODUCTIVITY,f2e2793f-29c1-4a16-8889-2f8dcb281bc9,2,File transfer,"Simple, easy, does everything I need. No extra nonsense - just a straightforward and practical tool. You can make general notes and checklists, and tag each with a different color. Notes are lockable, so you could use it for storing passwords or private thoughts, etc. I've used this app for years across multiple phones, and the files transfer easily during the new phone swap process.","You can make general notes and checklists, and tag each with a different color.",Joy
First Alert Weather,WEATHER,c5ebc27f-0588-46f7-84c2-43a700227c6d,1,Watch videos,Can't watch video because it doesn't play all of it. Radar changes ever 30 minutes so u can't plan to do anything!!! But I guess they are trying!.,Radar changes ever 30 minutes so u can't plan to do anything!!!,Anger
Loop Habit Tracker,PRODUCTIVITY,54353b08-8da7-464f-bf29-381688cf0def,0,Calendar,"It is literally the best habit tracker app ever. It has everything you will ever to track your habit. You add them color, add which days you'll do that or how many days in a week you're planning to do. You access your habis analysis, how many days you have streaked, your habit calendar and more. Personally being THAT customizable is the best feature for me. I can have headlines, notes, tags, colours and even ""types"" of my habits. And yes it has dark theme too 😌😎",It is literally the best habit tracker app ever.,Trust
Google Keep - Notes and Lists,PRODUCTIVITY,92e53aad-ebd6-4a2a-8332-7f73f33ba5a0,1,Share notes,[1] I find it useful to see quick items on phone and computer. [2] I want to share notes with iphones note app.,I want to share notes with iphones note app.,Anticipation
Clock,TOOLS,0a4e981c-25be-4f24-be07-17a7a6338020,0,Transparency,Needs to have option to control the level of transparency.,Needs to have option to control the level of transparency.,Anticipation
Cute Note DDay Todo,PRODUCTIVITY,caf0b672-698f-44f3-899a-d6204f241be0,5,Stickers,Hi . So i been using this its very good . I can . Write down my todos . I love this app . Btw if u add stickers then it will be good like anywhere u want just pick one . I hope u do add that . Anways noice app and good . So i hope ppl will download it .,Btw if u add stickers then it will be good like anywhere u want just pick one .,Anticipation
Todoist: to-do list & planner,PRODUCTIVITY,ee4accee-e253-4949-b4bf-44f90dc06583,0,To do lists,The best thing about this app is that it lets plan your your to do list not only for present but also for future. And the way it show the weekly calendar in its upcoming is just amazing. And it also sort the task according to priority and time assigned.,The best thing about this app is that it lets plan your your to do list not only for present but also for future.,Joy
Habit Tracker,PRODUCTIVITY,327a420e-f00c-402c-b95f-4c8006ae67c4,3,Actions,"App is good. But i got the premieum just for the widgets. Unfortunately they don't work ! Most of the time they are unclickable, whatever item i press on the widget, no action occurs, I can-t record my habit doing. I need help with this.","Most of the time they are unclickable, whatever item i press on the widget, no action occurs, I can-t record my habit doing.",Sadness
True Phone Dialer & Contacts,COMMUNICATION,d1a99f2f-14af-4699-b0cb-f5de42d875c1,0,Call recording,Good apps but another side call recording is not clear,Good apps but another side call recording is not clear,Sadness
